molecule,condition,replicate,strand,1,3,4,5,7,8,9,11,12,15,17,18,19,20,21,22,26,27,30,31,32,33,34,cluster
0,dies6,dies6 rep1,plus,6.797043014407014,0.6797043014407013,6.117338712966312,6.797043014407015,6.117338712966312,11.55497312449192,4.078225808644207,6.797043014407015,2.718817205762805,3.3985215072035064,2.039112904322104,0,1.3594086028814025,4.757930110084908,5.43763441152561,3.3985215072035064,1.3594086028814025,0,4.078225808644207,2.718817205762805,8.1564516172884165,8.836155918729117,4.75793011008491,2
0,dies6,dies6 rep2,plus,0.765467026742356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,disw2,disw2 rep1,plus,4.496529241491723,0,0,0,0.5620661551864654,2.8103307759323273,0.5620661551864654,3.934463086305258,2.2482646207458616,0,2.8103307759323273,5.058595396678188,2.2482646207458616,0,0,0,3.3723969311187925,0.5620661551864654,0,0.5620661551864654,0.5620661551864654,3.9344630863052577,0.5620661551864654,3
0,disw2,disw2 rep2,plus,2.3236751711241537,2.9045939639051914,5.228269135029345,2.9045939639051914,5.228269135029345,6.3901067205914215,3.4855127566862296,4.066431549467268,1.742756378343115,0.5809187927810384,0,1.742756378343115,0,0.5809187927810384,0.5809187927810384,1.1618375855620768,1.1618375855620768,0,0.5809187927810384,0,4.066431549467268,0.5809187927810384,2.3236751711241537,2
0,wt,wt rep2,plus,7.066139061616733,3.0283453121214565,6.056690624242913,3.0283453121214565,0,0,1.0094484373738188,1.0094484373738188,0,0,3.0283453121214565,0,1.0094484373738188,0,0,2.0188968747476377,3.0283453121214565,0,3.0283453121214565,1.0094484373738188,0,0,0,2
0,wt,wt rep3,plus,1.428360235308065,2.85672047061613,2.1425403529620977,3.5709005882701628,4.999260823578227,1.428360235308065,0.7141801176540326,0,0,0,0,0,0.7141801176540326,0.7141801176540326,1.428360235308065,0,0.7141801176540326,0,0,0.7141801176540326,0,0,0,2
1,dies6,dies6 rep1,plus,4.078225808644207,2.718817205762805,4.078225808644208,0,2.718817205762805,11.55497312449192,4.078225808644207,6.117338712966312,3.3985215072035064,4.757930110084908,1.3594086028814025,3.3985215072035064,2.039112904322104,3.3985215072035064,6.797043014407013,3.3985215072035064,0.6797043014407013,3.3985215072035064,1.3594086028814025,6.797043014407014,5.43763441152561,2.039112904322104,2.718817205762805,4
1,dies6,dies6 rep2,plus,0,0.765467026742356,0.765467026742356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765467026742356,2.296401080227068,0,0,1
1,disw2,disw2 rep1,plus,6.18272770705112,0,0,1.686198465559396,0.5620661551864654,3.3723969311187925,0,2.8103307759323273,1.1241323103729308,1.686198465559396,0,1.686198465559396,3.3723969311187925,2.2482646207458616,0,0,2.2482646207458616,0,0.5620661551864654,0,0,0,0,2
1,disw2,disw2 rep2,plus,2.3236751711241537,2.3236751711241537,5.809187927810383,3.48551275668623,1.1618375855620768,8.132863098934537,3.4855127566862296,1.1618375855620768,1.1618375855620768,1.742756378343115,0,4.066431549467269,1.1618375855620768,0.5809187927810384,1.1618375855620768,1.1618375855620768,0.5809187927810384,1.1618375855620768,0.5809187927810384,1.1618375855620768,1.1618375855620768,2.9045939639051914,1.1618375855620768,2
1,wt,wt rep2,plus,1.0094484373738188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0094484373738188,2.0188968747476377,0,0,1.0094484373738188,0,0,0,1
1,wt,wt rep3,plus,2.85672047061613,1.428360235308065,3.5709005882701628,4.285080705924195,3.5709005882701628,0,0,0,0,0,0,0.7141801176540326,0,0,0,0,0.7141801176540326,0,0.7141801176540326,0.7141801176540326,0,0,0,2
2,dies6,dies6 rep1,plus,3.3985215072035064,0,6.117338712966312,4.078225808644207,2.039112904322104,7.476747315847716,2.718817205762805,6.797043014407015,2.718817205762805,1.3594086028814025,6.797043014407014,3.3985215072035064,2.039112904322104,6.797043014407014,4.757930110084908,2.718817205762805,6.117338712966313,2.039112904322104,2.718817205762805,1.3594086028814025,4.078225808644208,2.039112904322104,1.3594086028814025,4
2,dies6,dies6 rep2,plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765467026742356,0,0,0,0,4.592802160454136,0,0,1
2,disw2,disw2 rep1,plus,1.1241323103729308,0.5620661551864654,0,0,0,1.1241323103729308,0,0,0,0,2.2482646207458616,2.2482646207458616,1.686198465559396,0,0,0,2.2482646207458616,0,0,1.686198465559396,2.2482646207458616,0,0,1
